session_id,charge_date,vehicle_model,region,driving_style,charger_type,battery_capacity_kwh,state_of_charge_start,state_of_charge_end,charging_power_kw,charging_duration_mins,energy_consumed_kwh,charging_cost_inr_per_kwh,efficiency_km_per_kwh,predicted_range_km,actual_range_km,vehicle_price_inr,cost_inr
EV0311,2026-02-22T16:17:00,MG ZS EV,Bengaluru,Sport,AC,50.3,26.1,91.6,3.3,576.9,31.33,9.51,5.12,235.9,223.7,1899000,297.95
EV0312,2026-03-13T07:31:00,Tata Nexon EV,Mumbai,Eco,AC,40.5,52.2,72.3,7.2,68.3,8.05,11.45,7.52,220.2,217.1,1450000,92.17
EV0313,2026-04-19T03:50:00,Mahindra XUV400,Chennai,Normal,DC Fast,39.4,27.7,70.3,50.0,27.3,17.04,9.8,6.21,171.8,173.9,1599000,166.99
EV0314,2026-03-27T14:18:00,BYD Atto 3,Hyderabad,Sport,AC,60.5,40.9,86.2,3.3,494.1,26.78,11.11,4.62,241.2,240.3,2499000,297.53
EV0315,2026-02-08T06:21:00,Tata Nexon EV,Bengaluru,Sport,DC Fast,40.5,35.0,74.1,50.0,20.8,16.08,8.24,5.64,169.2,164.3,1450000,132.5
EV0316,2026-06-10T10:40:00,MG ZS EV,Pune,Sport,AC,50.3,24.8,71.9,7.2,207.2,24.12,7.29,5.22,188.8,186.0,1899000,175.83
EV0317,2026-02-08T02:34:00,MG ZS EV,Pune,Sport,AC,50.3,50.3,89.1,7.2,165.3,18.62,10.05,5.06,226.7,218.0,1899000,187.13
EV0318,2026-01-12T17:00:00,MG ZS EV,Hyderabad,Eco,AC,50.3,26.9,91.1,7.2,278.1,32.25,9.13,6.61,302.9,286.0,1899000,294.44
EV0319,2026-03-29T14:05:00,BYD Atto 3,Mumbai,Eco,AC,60.5,16.1,76.5,22.0,99.1,34.78,10.76,6.38,295.2,258.1,2499000,374.23
EV0320,2026-06-27T16:32:00,Hyundai Kona,Hyderabad,Normal,AC,39.2,24.9,66.6,7.2,138.4,16.08,7.77,5.68,148.3,150.1,2371000,124.94
EV0321,2026-03-01T21:49:00,BYD Atto 3,Bengaluru,Normal,AC,60.5,30.9,89.2,22.0,109.9,36.6,11.01,5.71,308.3,281.8,2499000,402.97
EV0322,2026-06-03T23:36:00,BYD Atto 3,Bengaluru,Sport,DC Fast,60.5,32.4,86.1,50.0,41.9,32.25,10.55,5.08,264.3,258.5,2499000,340.24
EV0323,2026-05-17T23:47:00,Tata Nexon EV,Mumbai,Sport,AC,40.5,51.0,86.5,7.2,133.8,15.09,8.06,5.47,191.7,200.0,1450000,121.63
EV0324,2026-04-15T04:51:00,Hyundai Kona,Hyderabad,Eco,AC,39.2,48.8,83.7,22.0,43.8,14.6,9.56,6.7,219.9,217.1,2371000,139.58
EV0325,2026-03-23T11:19:00,BYD Atto 3,Chennai,Normal,AC,60.5,32.0,76.3,7.2,230.3,26.97,8.24,5.85,270.0,231.8,2499000,222.23
EV0326,2026-03-14T16:39:00,Tata Nexon EV,Pune,Eco,AC,40.5,46.0,82.4,22.0,43.7,14.42,10.96,6.88,229.5,208.2,1450000,158.04
EV0327,2026-03-30T08:31:00,MG ZS EV,Mumbai,Normal,AC,50.3,15.4,90.0,3.3,644.2,35.0,11.8,5.79,262.0,242.8,1899000,413.0
EV0328,2026-01-22T15:32:00,Mahindra XUV400,Mumbai,Eco,AC,39.4,27.0,88.0,7.2,198.2,23.39,10.89,6.75,234.1,233.6,1599000,254.72
EV0329,2026-03-16T18:37:00,BYD Atto 3,Mumbai,Eco,AC,60.5,12.7,71.8,7.2,294.6,34.71,10.99,6.28,273.0,267.6,2499000,381.46
EV0330,2026-01-27T16:48:00,Mahindra XUV400,Pune,Normal,AC,39.4,17.9,83.6,7.2,222.3,26.09,10.84,6.37,209.9,194.0,1599000,282.82
EV0331,2026-04-23T14:28:00,Hyundai Kona,Chennai,Normal,AC,39.2,13.3,88.9,7.2,240.1,28.91,9.07,5.99,208.6,181.7,2371000,262.21
EV0332,2026-06-05T15:30:00,BYD Atto 3,Mumbai,Normal,AC,60.5,24.5,79.5,3.3,635.0,34.81,10.04,5.65,272.0,273.8,2499000,349.49
EV0333,2026-06-22T20:23:00,Tata Nexon EV,Chennai,Normal,AC,40.5,43.5,88.3,7.2,148.0,17.01,8.1,6.59,235.6,235.0,1450000,137.78
EV0334,2026-02-09T22:33:00,BYD Atto 3,Bengaluru,Sport,AC,60.5,30.8,88.3,7.2,290.7,34.25,9.82,4.91,262.1,268.6,2499000,336.34
EV0335,2026-02-16T04:00:00,Tata Nexon EV,Hyderabad,Normal,AC,40.5,32.1,77.2,3.3,330.9,17.68,7.1,6.14,192.2,182.0,1450000,125.53
EV0336,2026-05-30T22:25:00,Mahindra XUV400,Bengaluru,Normal,AC,39.4,42.9,95.2,7.2,179.6,21.14,7.71,5.83,218.6,198.3,1599000,162.99
EV0337,2026-04-30T10:08:00,Mahindra XUV400,Mumbai,Normal,AC,39.4,34.5,95.5,7.2,186.4,21.83,10.52,6.27,236.0,233.0,1599000,229.65
EV0338,2026-01-06T11:48:00,Mahindra XUV400,Pune,Normal,DC Fast,39.4,28.1,87.1,50.0,31.7,22.64,8.93,6.74,231.3,219.4,1599000,202.18
EV0339,2026-03-13T06:55:00,Hyundai Kona,Hyderabad,Normal,AC,39.2,34.3,83.0,7.2,160.9,19.24,9.8,5.93,192.9,208.9,2371000,188.55
EV0340,2026-04-20T11:04:00,MG ZS EV,Bengaluru,Normal,AC,50.3,47.6,71.8,7.2,100.2,12.05,8.71,5.98,216.0,211.9,1899000,104.96
EV0341,2026-04-27T07:12:00,MG ZS EV,Mumbai,Normal,AC,50.3,16.0,67.4,7.2,219.9,26.39,11.38,5.91,200.3,194.3,1899000,300.32
EV0342,2026-01-24T22:40:00,Tata Nexon EV,Hyderabad,Eco,AC,40.5,30.3,96.6,22.0,84.1,27.55,8.98,6.48,253.6,229.5,1450000,247.4
EV0343,2026-02-26T15:57:00,MG ZS EV,Chennai,Eco,AC,50.3,41.9,74.0,3.3,286.9,15.49,9.61,6.15,229.1,225.1,1899000,148.86
EV0344,2026-04-18T10:03:00,Tata Nexon EV,Chennai,Eco,AC,40.5,15.3,71.7,7.2,186.3,22.23,8.17,6.89,200.0,190.1,1450000,181.62
EV0345,2026-03-08T20:19:00,Tata Nexon EV,Hyderabad,Eco,DC Fast,40.5,21.5,80.4,50.0,29.4,22.73,7.07,7.12,231.9,232.0,1450000,160.7
EV0346,2026-02-24T12:34:00,MG ZS EV,Hyderabad,Eco,AC,50.3,31.5,76.2,22.0,58.6,21.67,9.48,6.87,263.5,289.4,1899000,205.43
EV0347,2026-01-28T15:15:00,BYD Atto 3,Pune,Eco,DC Fast,60.5,38.3,73.7,50.0,29.1,21.7,7.44,5.85,260.9,261.3,2499000,161.45
EV0348,2026-05-06T15:36:00,Hyundai Kona,Chennai,Normal,DC Fast,39.2,21.5,71.4,50.0,27.6,18.82,11.53,6.51,182.1,179.7,2371000,216.99
EV0349,2026-04-02T21:26:00,MG ZS EV,Chennai,Normal,AC,50.3,39.5,83.0,7.2,184.6,21.23,7.68,5.99,250.0,259.2,1899000,163.05
EV0350,2026-02-02T16:10:00,BYD Atto 3,Chennai,Sport,AC,60.5,32.7,73.6,7.2,210.3,24.4,9.24,4.36,193.9,179.0,2499000,225.46
EV0351,2026-05-30T10:35:00,BYD Atto 3,Bengaluru,Sport,DC Fast,60.5,24.6,96.5,50.0,52.8,43.11,10.95,4.56,266.3,247.9,2499000,472.05
EV0352,2026-01-18T00:48:00,Tata Nexon EV,Chennai,Eco,AC,40.5,41.9,95.0,7.2,184.4,21.74,10.25,7.26,279.2,281.4,1450000,222.83
EV0353,2026-04-14T07:32:00,Hyundai Kona,Hyderabad,Eco,AC,39.2,31.4,77.2,22.0,51.0,18.24,7.37,6.78,205.2,186.3,2371000,134.43
EV0354,2026-01-27T14:20:00,BYD Atto 3,Mumbai,Eco,AC,60.5,16.3,90.2,7.2,368.9,43.69,11.53,6.4,349.6,342.6,2499000,503.75
EV0355,2026-02-23T11:31:00,Hyundai Kona,Bengaluru,Normal,AC,39.2,36.1,75.1,3.3,287.7,15.49,11.14,6.68,196.7,191.6,2371000,172.56
EV0356,2026-05-07T22:32:00,MG ZS EV,Mumbai,Normal,AC,50.3,33.5,90.3,22.0,78.3,28.95,11.44,5.76,261.8,238.7,1899000,331.19
EV0357,2026-03-11T01:25:00,Hyundai Kona,Hyderabad,Sport,AC,39.2,18.6,82.1,22.0,73.9,25.43,9.55,5.72,184.2,177.6,2371000,242.86
EV0358,2026-01-10T09:30:00,Hyundai Kona,Chennai,Eco,AC,39.2,33.6,93.2,22.0,65.1,22.58,8.28,6.53,238.5,227.9,2371000,186.96
EV0359,2026-01-06T00:04:00,Tata Nexon EV,Mumbai,Normal,AC,40.5,30.7,78.7,7.2,172.7,20.03,8.04,6.47,206.3,201.9,1450000,161.04
EV0360,2026-03-13T12:38:00,Hyundai Kona,Chennai,Normal,AC,39.2,24.0,93.4,22.0,71.3,27.11,11.81,6.14,224.7,214.9,2371000,320.17
EV0361,2026-05-08T04:43:00,MG ZS EV,Mumbai,Sport,AC,50.3,24.7,91.0,22.0,96.0,32.78,10.5,5.06,231.6,218.8,1899000,344.19
EV0362,2026-03-16T17:59:00,Tata Nexon EV,Chennai,Normal,AC,40.5,51.5,92.9,7.2,152.5,18.09,11.18,6.15,231.5,230.4,1450000,202.25
EV0363,2026-02-20T02:36:00,Mahindra XUV400,Hyderabad,Normal,AC,39.4,17.1,94.2,3.3,540.5,29.57,10.76,6.52,242.0,201.3,1599000,318.17
EV0364,2026-04-11T13:05:00,BYD Atto 3,Hyderabad,Eco,AC,60.5,14.6,79.8,22.0,111.7,40.18,10.39,6.47,312.3,318.1,2499000,417.47
EV0365,2026-01-13T17:36:00,MG ZS EV,Pune,Sport,AC,50.3,41.4,71.0,7.2,126.6,14.82,9.78,4.99,178.3,162.4,1899000,144.94
EV0366,2026-05-26T20:27:00,Tata Nexon EV,Chennai,Eco,AC,40.5,54.0,74.8,22.0,25.0,8.83,10.28,7.12,215.5,206.2,1450000,90.77
EV0367,2026-05-21T14:48:00,BYD Atto 3,Bengaluru,Sport,AC,60.5,32.5,81.8,7.2,264.8,31.91,7.75,4.7,232.7,243.2,2499000,247.3
EV0368,2026-04-15T23:43:00,MG ZS EV,Pune,Eco,AC,50.3,34.8,92.9,3.3,550.9,30.3,8.42,6.09,284.8,283.2,1899000,255.13
EV0369,2026-05-28T02:12:00,Hyundai Kona,Pune,Normal,AC,39.2,34.0,79.0,22.0,54.1,18.27,9.02,5.99,185.5,168.0,2371000,164.8
EV0370,2026-06-18T03:54:00,Tata Nexon EV,Pune,Sport,AC,40.5,24.4,88.1,7.2,226.5,25.86,8.08,5.45,194.6,191.9,1450000,208.95
EV0371,2026-06-28T04:35:00,Hyundai Kona,Pune,Normal,AC,39.2,15.6,67.2,22.0,54.6,19.49,10.44,6.28,165.3,144.6,2371000,203.48
EV0372,2026-05-19T22:00:00,Hyundai Kona,Mumbai,Normal,AC,39.2,42.7,97.9,3.3,416.7,22.7,9.6,6.45,247.5,254.1,2371000,217.92
EV0373,2026-05-24T14:49:00,Mahindra XUV400,Pune,Eco,DC Fast,39.4,47.2,67.3,50.0,15.4,8.3,10.09,7.33,194.5,183.6,1599000,83.75
EV0374,2026-04-27T22:19:00,Hyundai Kona,Hyderabad,Eco,AC,39.2,20.7,83.2,22.0,69.8,24.85,9.37,6.97,227.2,233.8,2371000,232.84
EV0375,2026-06-01T08:56:00,Tata Nexon EV,Pune,Eco,DC Fast,40.5,12.8,65.8,50.0,29.8,21.42,11.39,6.75,180.0,163.3,1450000,243.97
EV0376,2026-06-04T22:30:00,BYD Atto 3,Bengaluru,Normal,AC,60.5,47.8,73.3,22.0,47.0,16.24,9.43,5.82,258.3,223.2,2499000,153.14
EV0377,2026-05-14T10:08:00,BYD Atto 3,Mumbai,Eco,AC,60.5,35.3,86.8,22.0,89.5,32.35,8.42,6.4,335.8,311.6,2499000,272.39
EV0378,2026-02-10T00:57:00,Hyundai Kona,Chennai,Eco,AC,39.2,34.0,70.5,7.2,124.1,13.75,8.6,6.81,188.2,177.6,2371000,118.25
EV0379,2026-02-10T02:45:00,MG ZS EV,Bengaluru,Normal,AC,50.3,48.2,95.5,7.2,204.0,23.39,10.27,5.81,278.9,258.7,1899000,240.22
EV0380,2026-04-02T00:35:00,Hyundai Kona,Bengaluru,Normal,AC,39.2,30.9,71.0,7.2,134.5,15.75,9.34,6.02,167.3,176.9,2371000,147.1
EV0381,2026-04-18T15:15:00,Mahindra XUV400,Pune,Sport,AC,39.4,28.2,93.9,7.2,222.8,26.13,9.67,4.73,174.8,171.8,1599000,252.68
EV0382,2026-02-15T09:32:00,BYD Atto 3,Hyderabad,Eco,AC,60.5,12.1,81.9,7.2,360.4,43.11,7.69,6.99,346.3,320.6,2499000,331.52
EV0383,2026-02-12T09:14:00,Tata Nexon EV,Bengaluru,Eco,AC,40.5,25.2,94.8,7.2,248.8,28.71,8.51,6.64,255.0,267.5,1450000,244.32
EV0384,2026-02-21T13:44:00,MG ZS EV,Hyderabad,Eco,AC,50.3,25.5,94.0,3.3,627.8,34.12,11.21,6.46,305.2,286.4,1899000,382.49
EV0385,2026-06-25T17:25:00,Hyundai Kona,Mumbai,Normal,AC,39.2,40.4,82.4,7.2,131.4,15.81,8.64,5.91,191.1,176.5,2371000,136.6
EV0386,2026-06-16T06:01:00,Hyundai Kona,Mumbai,Sport,AC,39.2,19.5,70.0,22.0,50.7,19.53,7.2,5.44,149.1,147.6,2371000,140.62
EV0387,2026-03-31T17:14:00,Mahindra XUV400,Bengaluru,Normal,DC Fast,39.4,35.1,72.8,50.0,17.9,15.34,8.4,6.26,179.7,168.8,1599000,128.86
EV0388,2026-01-02T06:00:00,Mahindra XUV400,Bengaluru,Normal,AC,39.4,16.8,74.5,7.2,192.7,22.43,9.39,5.84,171.4,180.5,1599000,210.62
EV0389,2026-03-30T19:24:00,Tata Nexon EV,Pune,Sport,AC,40.5,45.1,65.8,22.0,22.6,8.22,10.78,5.45,145.1,136.3,1450000,88.61
EV0390,2026-06-05T07:37:00,Tata Nexon EV,Mumbai,Normal,AC,40.5,37.3,82.0,7.2,158.8,18.07,8.23,6.46,214.6,215.9,1450000,148.72
EV0391,2026-01-16T23:33:00,BYD Atto 3,Mumbai,Normal,AC,60.5,45.3,93.1,22.0,81.9,30.12,8.59,5.52,311.0,283.0,2499000,258.73
EV0392,2026-02-03T00:24:00,BYD Atto 3,Pune,Normal,AC,60.5,32.7,81.6,22.0,81.1,27.87,9.47,6.19,305.6,309.1,2499000,263.93
EV0393,2026-03-05T11:40:00,Tata Nexon EV,Bengaluru,Eco,AC,40.5,54.1,80.2,7.2,85.4,10.16,10.73,7.15,232.3,224.4,1450000,109.02
EV0394,2026-01-18T03:33:00,MG ZS EV,Mumbai,Normal,DC Fast,50.3,43.1,65.8,50.0,16.1,11.64,10.78,5.93,196.2,183.1,1899000,125.48
EV0395,2026-01-07T07:49:00,MG ZS EV,Pune,Normal,AC,50.3,36.8,75.0,7.2,171.5,19.23,9.45,5.78,218.1,214.0,1899000,181.72
EV0396,2026-03-18T21:04:00,Tata Nexon EV,Mumbai,Eco,DC Fast,40.5,41.1,91.1,50.0,29.0,19.86,11.42,7.09,261.5,251.7,1450000,226.8
EV0397,2026-02-12T00:23:00,Mahindra XUV400,Chennai,Normal,DC Fast,39.4,43.4,71.7,50.0,14.5,11.03,11.62,6.09,172.1,156.9,1599000,128.17
EV0398,2026-01-28T20:25:00,BYD Atto 3,Bengaluru,Sport,DC Fast,60.5,40.0,88.1,50.0,33.2,27.57,10.38,4.96,264.3,244.9,2499000,286.18
EV0399,2026-03-26T18:38:00,BYD Atto 3,Pune,Normal,AC,60.5,24.3,69.5,7.2,242.1,28.54,7.55,5.94,249.9,252.3,2499000,215.48
EV0400,2026-04-07T06:42:00,Mahindra XUV400,Mumbai,Normal,AC,39.4,48.5,78.3,7.2,103.0,11.85,7.27,6.59,203.4,183.0,1599000,86.15
EV0401,2026-03-03T13:59:00,Mahindra XUV400,Mumbai,Normal,AC,39.4,19.6,72.3,3.3,363.0,19.69,8.08,6.04,172.1,168.9,1599000,159.1
EV0402,2026-01-20T02:59:00,Mahindra XUV400,Chennai,Normal,AC,39.4,31.9,92.9,7.2,199.9,24.48,7.78,6.65,243.4,236.7,1599000,190.45
EV0403,2026-05-04T10:18:00,MG ZS EV,Pune,Sport,AC,50.3,31.6,67.7,7.2,160.0,18.43,8.41,4.75,162.0,162.1,1899000,155.0
EV0404,2026-05-20T23:19:00,Tata Nexon EV,Bengaluru,Normal,AC,40.5,18.1,68.7,3.3,380.0,20.6,8.43,6.47,180.0,189.9,1450000,173.66
EV0405,2026-03-23T10:24:00,MG ZS EV,Hyderabad,Sport,AC,50.3,43.3,80.6,22.0,53.0,17.13,9.62,4.96,201.0,202.8,1899000,164.79
EV0406,2026-04-01T10:26:00,Hyundai Kona,Hyderabad,Normal,AC,39.2,54.0,84.7,7.2,97.6,11.3,8.73,6.44,213.7,224.4,2371000,98.65
EV0407,2026-05-23T08:08:00,Hyundai Kona,Chennai,Eco,AC,39.2,38.3,94.7,7.2,196.1,22.38,9.72,6.92,257.0,248.6,2371000,217.53
EV0408,2026-01-29T07:24:00,Hyundai Kona,Pune,Eco,DC Fast,39.2,38.3,67.3,50.0,17.4,10.91,8.72,7.3,192.5,181.3,2371000,95.14
EV0409,2026-02-12T10:46:00,BYD Atto 3,Bengaluru,Sport,AC,60.5,44.1,87.5,7.2,214.7,25.25,7.36,4.97,263.1,280.5,2499000,185.84
EV0410,2026-02-05T11:48:00,MG ZS EV,Pune,Eco,AC,50.3,31.1,85.4,3.3,469.9,25.82,9.72,6.57,282.2,253.7,1899000,250.97
EV0411,2026-03-16T16:16:00,Hyundai Kona,Chennai,Sport,AC,39.2,14.8,95.8,7.2,265.8,31.71,9.85,5.19,195.0,180.0,2371000,312.34
EV0412,2026-03-30T10:28:00,BYD Atto 3,Hyderabad,Eco,AC,60.5,42.5,86.3,3.3,485.1,26.6,8.38,6.18,322.3,300.0,2499000,222.91
EV0413,2026-04-28T03:41:00,BYD Atto 3,Chennai,Normal,DC Fast,60.5,54.9,96.1,50.0,40.8,26.04,7.08,5.5,319.6,263.4,2499000,184.36
EV0414,2026-04-13T10:09:00,Hyundai Kona,Bengaluru,Eco,AC,39.2,53.1,81.0,7.2,94.3,11.23,7.23,7.18,227.9,221.2,2371000,81.19
EV0415,2026-03-25T20:30:00,MG ZS EV,Bengaluru,Sport,AC,50.3,43.4,78.5,7.2,149.0,17.29,9.14,5.1,201.3,186.1,1899000,158.03
EV0416,2026-03-09T16:58:00,Mahindra XUV400,Chennai,Eco,AC,39.4,22.2,81.5,22.0,64.1,24.04,9.01,6.89,221.2,222.3,1599000,216.6
EV0417,2026-02-02T16:49:00,Mahindra XUV400,Pune,Normal,AC,39.4,45.8,95.1,7.2,170.2,20.15,7.05,6.76,253.4,256.6,1599000,142.06
EV0418,2026-04-17T03:07:00,Tata Nexon EV,Mumbai,Eco,AC,40.5,18.7,94.0,7.2,258.3,30.11,7.68,6.92,263.4,238.9,1450000,231.24
EV0419,2026-05-20T14:01:00,BYD Atto 3,Chennai,Eco,AC,60.5,43.4,91.6,3.3,536.1,29.12,9.53,6.38,353.6,340.3,2499000,277.51
EV0420,2026-06-15T15:20:00,MG ZS EV,Chennai,Sport,AC,50.3,23.7,90.6,3.3,628.9,34.54,8.22,4.64,211.6,214.2,1899000,283.92
EV0421,2026-05-06T22:35:00,Hyundai Kona,Mumbai,Normal,AC,39.2,34.3,83.3,22.0,55.1,18.53,8.7,7.0,228.5,224.3,2371000,161.21
EV0422,2026-04-05T06:40:00,BYD Atto 3,Mumbai,Sport,AC,60.5,48.4,71.6,7.2,119.7,14.84,9.4,4.71,204.2,204.4,2499000,139.5
EV0423,2026-02-09T23:34:00,Tata Nexon EV,Bengaluru,Normal,AC,40.5,50.2,92.2,7.2,152.8,17.75,7.61,6.52,243.5,214.2,1450000,135.08
EV0424,2026-03-09T17:07:00,Mahindra XUV400,Mumbai,Normal,AC,39.4,21.3,69.0,7.2,167.9,19.26,11.6,6.05,164.4,161.8,1599000,223.42
EV0425,2026-03-15T07:42:00,Tata Nexon EV,Bengaluru,Normal,AC,40.5,18.9,74.1,7.2,188.8,22.34,10.79,6.11,183.4,196.9,1450000,241.05
EV0426,2026-04-05T04:23:00,MG ZS EV,Pune,Normal,AC,50.3,45.9,73.9,7.2,114.4,14.1,7.27,6.51,242.0,231.6,1899000,102.51
EV0427,2026-04-18T06:44:00,MG ZS EV,Mumbai,Sport,AC,50.3,34.9,91.4,22.0,79.1,27.81,11.9,5.33,245.2,211.1,1899000,330.94
EV0428,2026-01-12T11:34:00,MG ZS EV,Bengaluru,Eco,AC,50.3,22.2,93.3,7.2,284.8,33.27,8.18,6.6,309.7,302.1,1899000,272.15
EV0429,2026-01-02T22:34:00,MG ZS EV,Chennai,Normal,AC,50.3,25.7,66.0,22.0,57.0,19.77,9.33,5.95,197.5,212.7,1899000,184.45
EV0430,2026-02-05T07:36:00,Hyundai Kona,Mumbai,Eco,AC,39.2,46.9,95.3,7.2,162.7,18.83,7.95,6.9,257.7,255.9,2371000,149.7
EV0431,2026-06-15T23:28:00,MG ZS EV,Pune,Eco,AC,50.3,12.3,93.2,7.2,341.7,40.96,10.08,6.18,289.6,272.4,1899000,412.88
EV0432,2026-06-01T16:48:00,MG ZS EV,Chennai,Eco,AC,50.3,40.5,90.3,3.3,450.8,24.5,8.17,6.38,289.7,283.2,1899000,200.16
EV0433,2026-04-06T14:55:00,BYD Atto 3,Bengaluru,Eco,AC,60.5,43.2,71.5,7.2,144.1,16.59,11.4,6.5,281.3,276.3,2499000,189.13
EV0434,2026-06-03T20:04:00,Mahindra XUV400,Hyderabad,Normal,AC,39.4,39.3,85.1,7.2,158.0,18.83,9.62,6.15,206.4,198.1,1599000,181.14
EV0435,2026-04-21T13:23:00,MG ZS EV,Chennai,Eco,AC,50.3,50.5,75.7,22.0,41.5,12.67,11.99,6.38,243.1,245.7,1899000,151.91
EV0436,2026-04-08T19:32:00,MG ZS EV,Bengaluru,Eco,AC,50.3,47.7,72.5,7.2,115.5,13.14,9.75,6.21,226.7,240.4,1899000,128.12
EV0437,2026-04-09T23:37:00,BYD Atto 3,Hyderabad,Normal,AC,60.5,14.4,70.6,7.2,290.1,34.43,8.38,5.51,235.1,224.7,2499000,288.52
EV0438,2026-03-27T03:06:00,MG ZS EV,Bengaluru,Normal,AC,50.3,24.7,76.3,7.2,208.9,25.24,10.59,6.3,242.0,261.1,1899000,267.29
EV0439,2026-02-01T19:17:00,Mahindra XUV400,Pune,Normal,AC,39.4,29.9,66.7,7.2,123.1,14.25,10.79,6.18,162.5,146.9,1599000,153.76
EV0440,2026-02-11T13:49:00,Hyundai Kona,Bengaluru,Normal,AC,39.2,27.7,97.8,22.0,78.3,27.07,7.11,6.36,243.8,250.3,2371000,192.47
EV0441,2026-04-21T18:45:00,Mahindra XUV400,Bengaluru,Sport,AC,39.4,31.4,70.4,7.2,132.5,15.6,7.58,5.49,152.3,133.9,1599000,118.25
EV0442,2026-02-16T13:47:00,Mahindra XUV400,Chennai,Sport,AC,39.4,37.9,90.3,7.2,178.2,21.23,7.21,5.23,186.1,176.5,1599000,153.07
EV0443,2026-03-21T12:03:00,BYD Atto 3,Bengaluru,Eco,AC,60.5,51.4,97.4,7.2,234.3,28.1,8.14,5.76,339.6,359.0,2499000,228.73
EV0444,2026-05-20T11:35:00,Tata Nexon EV,Pune,Sport,DC Fast,40.5,38.7,83.6,50.0,24.0,17.67,8.38,5.2,176.1,165.8,1450000,148.07
EV0445,2026-04-29T01:18:00,Tata Nexon EV,Pune,Eco,AC,40.5,32.4,72.2,3.3,312.9,16.82,11.7,6.56,191.6,192.4,1450000,196.79
EV0446,2026-05-31T15:42:00,Mahindra XUV400,Pune,Eco,AC,39.4,29.8,86.4,7.2,182.1,20.88,7.23,7.08,241.1,218.7,1599000,150.96
EV0447,2026-02-01T05:40:00,BYD Atto 3,Bengaluru,Eco,AC,60.5,20.3,65.1,7.2,229.0,27.14,11.33,6.18,243.4,235.3,2499000,307.5
EV0448,2026-01-22T21:06:00,Tata Nexon EV,Pune,Eco,AC,40.5,34.8,94.5,22.0,63.0,22.39,9.22,7.41,283.5,266.1,1450000,206.44
EV0449,2026-03-04T23:03:00,MG ZS EV,Bengaluru,Normal,AC,50.3,35.3,73.5,7.2,165.7,19.76,7.36,5.83,215.4,209.1,1899000,145.43
EV0450,2026-04-20T00:20:00,Mahindra XUV400,Bengaluru,Eco,DC Fast,39.4,31.4,73.1,50.0,26.5,17.59,7.61,6.39,184.1,177.7,1599000,133.86
EV0451,2026-01-19T02:14:00,Hyundai Kona,Pune,Normal,AC,39.2,16.2,68.4,7.2,183.5,21.59,11.58,6.21,166.5,153.2,2371000,250.01
EV0452,2026-02-19T03:58:00,Mahindra XUV400,Bengaluru,Normal,AC,39.4,29.4,88.5,7.2,203.0,23.29,8.53,6.47,225.5,227.6,1599000,198.66
EV0453,2026-02-17T09:15:00,Mahindra XUV400,Hyderabad,Normal,AC,39.4,40.1,81.8,3.3,299.0,16.15,10.76,6.69,215.6,211.2,1599000,173.77
EV0454,2026-06-07T21:50:00,Mahindra XUV400,Bengaluru,Sport,AC,39.4,37.9,79.0,7.2,138.7,16.0,7.25,5.15,160.3,158.8,1599000,116.0
EV0455,2026-03-01T23:45:00,BYD Atto 3,Pune,Sport,DC Fast,60.5,51.4,84.5,50.0,23.4,19.45,10.6,5.14,262.6,252.2,2499000,206.17
EV0456,2026-02-02T18:36:00,Hyundai Kona,Chennai,Eco,DC Fast,39.2,43.4,96.6,50.0,28.3,20.38,8.54,6.25,236.7,249.4,2371000,174.05
EV0457,2026-04-20T07:15:00,Hyundai Kona,Pune,Normal,AC,39.2,31.3,93.5,22.0,70.9,25.0,9.77,5.93,217.4,234.4,2371000,244.25
EV0458,2026-03-10T10:59:00,Tata Nexon EV,Bengaluru,Normal,AC,40.5,43.2,76.1,22.0,49.2,13.27,8.73,6.18,190.5,186.3,1450000,115.85
EV0459,2026-04-25T20:51:00,MG ZS EV,Bengaluru,Normal,AC,50.3,29.0,66.3,7.2,166.3,18.97,7.73,6.25,208.6,202.1,1899000,146.64
EV0460,2026-03-22T03:24:00,Tata Nexon EV,Bengaluru,Eco,AC,40.5,37.9,95.4,7.2,189.3,22.32,10.88,6.56,253.3,230.5,1450000,242.84
EV0461,2026-05-06T09:04:00,MG ZS EV,Mumbai,Normal,AC,50.3,47.7,76.1,3.3,260.9,13.93,10.74,6.24,238.7,238.3,1899000,149.61
EV0462,2026-04-24T14:19:00,BYD Atto 3,Chennai,Normal,AC,60.5,20.8,95.1,22.0,128.0,45.07,8.82,5.62,323.5,327.6,2499000,397.52
EV0463,2026-05-28T01:49:00,MG ZS EV,Hyderabad,Normal,DC Fast,50.3,15.3,69.7,50.0,38.5,26.64,7.73,5.81,203.7,205.4,1899000,205.93
EV0464,2026-04-16T19:12:00,MG ZS EV,Bengaluru,Sport,AC,50.3,13.3,84.7,22.0,102.8,36.33,10.48,5.36,228.5,242.0,1899000,380.74
EV0465,2026-05-22T10:23:00,Mahindra XUV400,Pune,Eco,AC,39.4,22.2,90.7,7.2,234.4,27.47,9.32,6.97,249.0,226.8,1599000,256.02
EV0466,2026-04-23T09:44:00,Mahindra XUV400,Hyderabad,Normal,AC,39.4,29.7,75.3,22.0,56.7,18.66,9.76,6.11,181.4,156.6,1599000,182.12
